"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/VRTemplate/Materials/M_VRCursor.M_VRCursor","21","0","2","1","0.000000","0","0"
"/Game/VRTemplate/Materials/DefaultRibbonMaterial_NoGradient.DefaultRibbonMaterial_NoGradient","21","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","21","0","75","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","21","0","75","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","21","0","30","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","21","0","2","1","0.000000","0","0"
"/OculusVR/Materials/TouchForQuestRiftSControllerMaterial.TouchForQuestRiftSControllerMaterial","21","0","15","1","0.000000","0","0"
"/OculusVR/Materials/touchController_mat.touchController_mat","21","0","30","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","21","0","75","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","21","0","2","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","21","0","39","2","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","21","0","4","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","21","0","4","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","21","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","21","0","2","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","21","0","44","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","21","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","21","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","21","0","77","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","21","0","240","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","21","0","762","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","21","0","22","1","0.000000","0","0"
"/OpenXR/Devices/M_XRController.M_XRController","21","0","45","3","0.000000","0","0"
"/OculusVR/Materials/OculusMR_ChromaKey.OculusMR_ChromaKey","21","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","21","0","28","6","0.000000","0","2"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","21","0","2","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","21","0","45","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","21","0","45","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","21","0","90","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","21","0","45","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","21","0","12","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","21","0","90","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","21","0","45","1","0.000000","0","0"
"/Game/GoodSky/Resource/ArrowTool/M_GoodSky_SkyRing_.M_GoodSky_SkyRing_","21","0","9","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","21","0","6","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","21","0","8","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","21","0","30","1","0.000000","0","0"
"/Engine/EditorMaterials/MatineeCam_mat.MatineeCam_mat","21","0","15","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","21","0","44","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","21","0","104","1","0.000000","0","0"
"/Game/VRTemplate/Materials/M_TeleportNoise.M_TeleportNoise","21","0","8","1","0.000000","0","0"
"/Game/VRTemplate/Materials/M_TeleportCylinder.M_TeleportCylinder","21","0","8","1","0.000000","0","0"
"/Game/GoodSky/Resource/Materials/M_GoodSky_Base.M_GoodSky_Base","21","0","2","1","0.000000","0","0"
"/Game/GoodSky/Resource/Materials/M_GoodSky_Sun_Stars.M_GoodSky_Sun_Stars","21","0","2","1","0.000000","0","0"
"/Game/GoodSky/Resource/Materials/M_GoodSky_Moon.M_GoodSky_Moon","21","0","2","1","0.000000","0","0"
"/Game/GoodSky/Resource/Materials/M_GoodSky_Sun_Stars_Moon.M_GoodSky_Sun_Stars_Moon","21","0","2","1","0.000000","0","0"
"/Game/GoodSky/Resource/Materials/M_GoodSky_Storm.M_GoodSky_Storm","21","0","2","1","0.000000","0","0"
